date,trend,sen,volume,price
2017-12-03,31.27301420305102,2.244943820224719,5761492455.64625,11256.7018287538
2017-12-04,35.37611783271962,2.363636363636364,3216349724.23645,11634.9849554034
2017-12-05,33.32456601788532,2.253012048192771,3131952573.50185,12174.2537397926
2017-12-06,47.6854287217254,2.230769230769231,5086411370.06241,13876.4735794148
2017-12-07,92.81956864807997,2.240273396424816,16482921408.0842,18491.1815542282
2017-12-08,88.71646501841136,2.1987911349899263,24144297784.1442,16908.0049521112
2017-12-09,56.91741188847975,2.27313769751693,7307194000.11675,15266.4263894651
2017-12-10,54.86586007364545,2.2624242424242422,10474626172.7887,15808.5098961544
2017-12-11,64.09784324039978,2.4320323014804845,7710546749.544,17106.5051488871
2017-12-12,59.9947396107312,2.439068100358423,4686094939.5687,17249.920214656
2017-12-13,53.84008416622831,2.149746192893401,4407769522.20181,16525.0444892988
2017-12-14,47.6854287217254,2.097807757166948,4117594354.00804,16865.3616648753
2017-12-15,42.55654918463966,2.366504854368932,6146229228.58011,17978.6305581344
2017-12-16,41.53077327722251,2.447415329768271,5116192713.25694,19665.3949272416
2017-12-17,48.71120462914255,2.3584615384615386,4251128480.35423,19423.5801532525
2017-12-18,45.6338769068911,2.388969521044993,5411492204.5264,19188.0539569348
2017-12-19,50.76275644397685,2.212962962962963,6141309845.2726,18174.1867596316
2017-12-20,62.04629142556549,2.20990099009901,7509260354.08289,17059.8883502646
2017-12-21,49.7369805365597,2.21106166560712,5580926436.9909,16355.2382257401
2017-12-22,100.0,2.250776212085025,12164204097.121,14084.8249267767
2017-12-23,62.04629142556549,2.269607843137255,5076754666.02441,15241.9164656487
2017-12-24,48.71120462914255,2.2478048780487807,4129411907.77252,14451.1145466743
2017-12-25,44.60810099947396,2.295918367346939,2485439206.78209,14302.7537081839
2017-12-26,41.53077327722251,2.3011764705882354,4255570625.9614,16616.6820570844
2017-12-27,37.42766964755391,2.3240611961057023,4950722889.35151,16373.0810795739
2017-12-28,39.47922146238821,2.198170731707317,5266566467.59302,15067.8994980567
2017-12-29,33.32456601788532,2.1936758893280635,3753038183.65771,15096.5594360709
2017-12-30,34.350341925302466,2.100123609394314,3600481281.03768,13620.3618741461
2017-12-31,25.11835875854813,2.269736842105264,2921202870.14992,14839.5907854184
2018-01-01,27.169910573382428,2.3448275862068964,2345478673.51547,14093.6068305274
2018-01-02,32.12782745923197,2.074380165289256,4130217904.20997,15321.9328517642
2018-01-03,33.36730668069436,2.440944881889764,3310355625.125592,15583.8855377593
2018-01-04,32.12782745923197,2.120567375886525,4217387187.525639,15976.365194174
2018-01-05,30.2686086270384,2.182017543859649,6275687595.940333,18336.9229801691
2018-01-06,28.409389794844817,2.2745901639344264,4240919830.5153,18343.6624934071
2018-01-07,27.169910573382428,2.224719101123596,3044989246.796485,17039.8739138488
2018-01-08,32.12782745923197,2.247524752475248,5752981089.536744,15900.3650216006
2018-01-09,29.6488690163072,2.229508196721312,4214092201.8070655,15604.7234082405
2018-01-10,29.029129405576008,2.3076923076923075,4969472882.941215,15509.2701268168
2018-01-11,34.60678590215675,2.056880733944954,5833888113.053883,14050.5696063543
2018-01-12,27.78965018411362,2.234782608695652,4021952802.597696,14759.294629915
2018-01-13,24.07121251972646,2.1818181818181817,3134247725.132476,15193.3148979847
2018-01-14,22.211993687532875,2.1056603773584905,3336056550.553205,14476.5889713691
2018-01-15,22.83173329826407,2.1645569620253164,3222958351.447812,14411.9977069182
2018-01-16,44.52261967385586,2.1723202170963365,9677283153.059654,11723.9135206658
2018-01-17,59.396370331404526,2.128103837471784,10225958520.621689,11415.3928442768
2018-01-18,42.66340084166228,2.248695652173913,6558304864.2233305,11569.4249920858
2018-01-19,30.2686086270384,2.179153094462541,4208563477.4581575,11758.4693327652
2018-01-20,24.07121251972646,2.2761627906976742,4520485016.427376,13260.2711872786
2018-01-21,23.451472908995264,1.9897610921501707,4319501969.014785,11703.5048628599
2018-01-22,28.409389794844817,2.33953488372093,5012581424.290013,10991.5950130802
2018-01-23,25.310691741188847,2.243498817966903,4779406610.509539,10894.0009053405
2018-01-24,22.83173329826407,2.216393442622951,3582338295.944433,11277.1159704489
2018-01-25,22.83173329826407,2.2734082397003745,3204496193.302373,11225.2544568853
2018-01-26,24.07121251972646,2.167741935483871,4616389063.310399,11044.9072365744
2018-01-27,20.35277485533929,2.1954545454545453,2894314081.3753986,11456.2135062799
2018-01-28,18.493556023145715,2.3846153846153846,2682886340.599035,11665.6969300847
2018-01-29,17.87381641241452,2.3780487804878048,2345235501.178288,11157.6638878978
2018-01-30,21.592254076801684,2.310606060606061,,
2018-01-31,20.97251446607049,2.0977198697068404,3804947187.2286944,9989.68977659669
2018-02-01,29.029129405576008,2.11353711790393,3225562144.838607,10114.495086226
2018-02-02,37.70548395581272,2.1985347985347987,4769515274.345698,9070.55544937356
2018-02-03,25.310691741188847,2.0376106194690267,6813550017.173829,8830.16351005472
2018-02-04,20.97251446607049,2.197594501718213,3422042094.7330213,8994.91486607664
2018-02-05,37.70548395581272,2.104109589041096,3337096341.0061126,8315.51749143615
2018-02-06,49.48053655970541,2.19004764425622,5313588642.981379,6852.05270051491
2018-02-07,31.508087848500782,2.258095238095238,9152685412.95559,7711.2203289411
2018-02-08,24.07121251972646,2.2585616438356166,,
2018-02-09,20.97251446607049,2.3342175066313,3190753947.378832,8208.57208449673
2018-02-10,17.254076801683325,2.353099730458221,2960039948.907384,8650.71675042998
2018-02-11,16.014597580220936,2.198795180722892,3371677737.5319858,8574.67763849023
2018-02-12,17.254076801683325,2.520942408376963,2806997176.95887,8168.63777979963
2018-02-13,16.63433719095213,2.222972972972973,3069219870.565569,8911.3985742083
2018-02-14,16.014597580220936,2.4186666666666667,2551515988.2160945,8518.26907619091
2018-02-15,17.254076801683325,2.4207317073170733,3282094240.879327,9428.02560716167
2018-02-16,16.014597580220936,2.4927536231884058,4332356645.963475,10112.5801434467
2018-02-17,14.775118358758546,2.3439716312056738,3141038601.332415,10155.2770555258
2018-02-18,15.39485796948974,2.335243553008596,3699819140.1747103,11006.647685962
2018-02-19,14.155378748027356,2.2913907284768213,4740378626.743881,10523.429305801
2018-02-20,16.63433719095213,2.224056603773585,3486171704.866562,11103.0900361497
2018-02-21,16.014597580220936,2.2784184514003294,4225354045.1790047,11502.3770496396
2018-02-22,14.775118358758546,2.2777777777777777,4574800113.397884,9973.59211951887
2018-02-23,12.29615991583377,2.4975728155339807,4626064156.354444,10032.863112314
2018-02-24,11.056680694371382,2.3496143958868894,4009462976.493817,10301.883609336
2018-02-25,9.817201472908994,2.2433234421364987,3465387501.6656966,9742.62819006538
2018-02-26,11.676420305102576,2.2886836027713624,2743650277.5619,9699.51718151529
2018-02-27,11.676420305102576,2.329639889196676,3646748812.403751,10355.5781264856
2018-02-28,11.676420305102576,2.1710144927536232,3398119467.1062694,10709.3884310463
2018-03-01,10.436941083640187,2.2686567164179103,3182259829.3149323,10346.664931035
2018-03-02,10.436941083640187,2.367231638418079,2892166041.0523987,10859.5521943893
2018-03-03,9.817201472908994,2.297560975609756,3031487197.1333075,11098.0758092511
2018-03-04,8.577722251446607,2.565573770491804,3019436740.238814,11356.0416016724
2018-03-05,9.817201472908994,2.29,2580256309.470718,11286.6762891691
2018-03-06,9.817201472908994,2.302380952380952,2693945511.008508,11526.4209302906
2018-03-07,10.436941083640187,2.108986615678776,3618749298.786025,10727.716249205
2018-03-08,11.676420305102576,2.054607508532423,4896773758.150409,9999.68248604677
2018-03-09,14.155378748027356,2.2555555555555555,4028135943.9580393,9420.85488958591
2018-03-10,9.1974618621778,2.10377358490566,5476476288.950579,9276.33759031006
